text,label
Prize money from competition,Income
Term insurance premium,Insurance
Two-wheeler insurance payment,Insurance
Amusement park entry fee,Recreation
Anniversary gift for parents,Gifts
Internet bill for PG,Housing
Mutual fund investment,Saving & Debt
Online course subscription,Education
Tea and snacks at tapri,Food
Flight booking for vacation,Transportation
Video game purchase,Recreation
Breakfast at college canteen,Food
Electricity bill for shared apartment,Utilities
Festival gift for relatives,Gifts
New clothes from local market,Personal Spending
Ola ride to railway station,Travel
Interest from fixed deposit,Income
Piggy bank savings,Saving & Debt
Two-wheeler insurance payment,Insurance
Metro card top-up,Transportation
Netflix subscription renewal,Recreation
Medical insurance for family,Insurance
Bought textbooks,Education
Café hangout with friends,Recreation
Interest from fixed deposit,Income
Post office parcel fee,Miscellaneous
Travel guidebook purchase,Travel
Gadgets from Croma,Shopping
Paid hostel fees,Housing
Electronics from Amazon,Shopping
Farewell gift for colleague,Gifts
Paid hostel fees,Housing
Donation to charity,Miscellaneous
Part-time job salary,Income
Furniture purchase for room,Housing
Car insurance payment,Insurance
Watch purchase from Titan,Personal Spending
Diwali gift for family,Gifts
Home decor items,Shopping
Prize money from competition,Income
Festival gift for relatives,Gifts
COVID-19 test fee,Healthcare
Diwali gift for family,Gifts
Photocopy charges,Miscellaneous
Dinner at a local dhaba,Food
Home insurance premium,Insurance
Interest from fixed deposit,Income
Furniture purchase for room,Housing
Water cooler refill,Utilities
Fixed deposit interest received,Saving & Debt
Ice cream at Naturals,Food
Groceries from local store,Food
Parking fee at mall,Miscellaneous
Online course subscription,Education
Fuel for bike,Transportation
Piggy bank savings,Saving & Debt
Security deposit for new room,Housing
Accidental insurance for college,Insurance
Dental checkup at clinic,Healthcare
Street food at local market,Food
Café hangout with friends,Recreation
DTH recharge,Utilities
Car insurance payment,Insurance
Bike insurance renewal,Insurance
Wedding gift for cousin,Gifts
Fuel for bike,Transportation
Ola ride to railway station,Transportation
Educational software purchase,Education
Mutual fund investment,Saving & Debt
Furniture from Pepperfry,Shopping
Tea and snacks at tapri,Food
Bike insurance renewal,Insurance
Travel insurance payment,Travel
Yoga class payment,Healthcare
Cable TV subscription fee,Utilities
Bought shoes from Myntra,Personal Spending
Part-time job salary,Income
Paid hostel fees,Housing
Interest from fixed deposit,Income
Electronics from Amazon,Shopping
Sports event tickets,Recreation
Loan repayment to friend,Saving & Debt
Paid college tuition fees,Education
Uber ride to friend's place,Transportation
Music concert tickets,Recreation
Stationery purchase for college,Miscellaneous
Gift from relative,Income
Sports event tickets,Recreation
Mobile recharge for prepaid plan,Utilities
Jewelry purchase,Personal Spending
Hotel booking for trip,Travel
Cryptocurrency investment,Investments
Monthly allowance from parents,Income
Online course subscription,Education
Exam fee payment,Education
Gadgets from Croma,Shopping
Car insurance payment,Insurance
Books from local store,Miscellaneous
Books from local store,Miscellaneous
Home decor items,Shopping
Bike insurance renewal,Insurance
Health supplement purchase,Healthcare
Water bill for hostel,Housing
Freelance project payment,Income
Ayurvedic treatment payment,Healthcare
Two-wheeler insurance payment,Insurance
Groceries from local store,Food
ETF investment,Investments
Electricity bill for shared apartment,Utilities
Internet bill payment,Utilities
Project material purchase,Education
Invested in mutual funds,Investments
Internet bill payment,Utilities
Bought stocks on Groww,Investments
Room cleaning service fee,Housing
Sunglasses from Ray-Ban,Personal Spending
Bought shoes from Myntra,Personal Spending
Gadgets from Croma,Shopping
Gold purchase,Saving & Debt
Loan repayment to friend,Saving & Debt
Anniversary gift for parents,Gifts
Doctor's consultation fee,Healthcare
Paid college tuition fees,Education
Stationery purchase for college,Miscellaneous
Seminar registration fee,Education
Ice cream at Naturals,Food
Hotel booking for trip,Travel
Monthly savings deposit,Saving & Debt
Haircut at local salon,Personal Spending
Invested in fixed deposit,Investments
Festival gift for relatives,Gifts
Bus pass recharge,Transportation
Bus pass recharge,Transportation
Metro card top-up,Transportation
Photocopy charges,Miscellaneous
Sports event tickets,Recreation
Farewell gift for colleague,Gifts
COVID-19 test fee,Healthcare
Paid college tuition fees,Education
Train ticket to Delhi,Travel
Refund from online purchase,Income
Groceries from local store,Food
Dental checkup at clinic,Healthcare
Ola ride to railway station,Transportation
Parking fee at mall,Transportation
Mobile recharge for prepaid plan,Utilities
Post office parcel fee,Miscellaneous
Travel guidebook purchase,Travel
Water bill for hostel,Housing
Ola ride to railway station,Transportation
Concert tickets for Arijit Singh,Recreation
Anniversary gift for parents,Gifts
Broadband bill payment,Utilities
Life insurance premium,Insurance
Room cleaning service fee,Housing
COVID-19 test fee,Healthcare
Term insurance premium,Insurance
ATM withdrawal fee,Miscellaneous
Canteen lunch at college,Food
Exam fee payment,Education
Pizza delivery from Domino's,Food
Broadband bill payment,Utilities
Concert tickets for Arijit Singh,Recreation
Two-wheeler insurance payment,Insurance
Ola ride to railway station,Travel
Metro card top-up,Transportation
Prize money from competition,Income
Bus pass recharge,Transportation
Farewell gift for colleague,Gifts
Maintenance charges for shared apartment,Housing
Festival gift for relatives,Gifts
Kitchen appliances purchase,Shopping
Groceries from local store,Food
Water cooler refill,Utilities
Health supplement purchase,Healthcare
Train ticket to hometown,Transportation
Workshop registration fee,Education
Groceries from local store,Shopping
Peer-to-peer lending,Investments
Invested in mutual funds,Investments
Electronics from Amazon,Shopping
Ordered food from Zomato,Food
Dividend from stocks,Income
Furniture purchase for room,Housing
Sports event tickets,Recreation
Invested in mutual funds,Investments
Flight booking for vacation,Transportation
Laundry service payment,Housing
Bicycle repair charges,Transportation
Peer-to-peer lending,Investments
Dinner at a local dhaba,Food
Recurring deposit payment,Saving & Debt
Pizza delivery from Domino's,Food
Café hangout with friends,Recreation
Ola ride to railway station,Travel
Paid hostel fees,Housing
Stock market investment,Saving & Debt
Ayurvedic treatment payment,Healthcare
Maintenance charges for shared apartment,Housing
Bowling alley charges,Recreation
Stationery purchase for college,Miscellaneous
Sports event tickets,Recreation
Yoga class payment,Healthcare
Music concert tickets,Recreation
Donation to charity,Gifts
Movie tickets at PVR,Recreation
Donation to charity,Gifts
Books from local store,Miscellaneous
Water cooler refill,Utilities
Cryptocurrency investment,Investments
Donation to charity,Gifts
Prize money from competition,Income
Bought textbooks,Education
Ola ride to railway station,Transportation
Scholarship received,Income
Water cooler refill,Utilities
Gift from relative,Income
Thank you gift for teacher,Gifts
Shoes from Nike,Shopping
Hotel booking for trip,Travel
Donation to charity,Miscellaneous
Ola ride to railway station,Transportation
Bought stocks on Groww,Investments
Stationery purchase for college,Miscellaneous
Stationery purchase for college,Miscellaneous
Water cooler refill,Utilities
Birthday gift for friend,Gifts
COVID-19 test fee,Healthcare
Freelance project payment,Income
Birthday gift for friend,Gifts
Online shopping on Flipkart,Personal Spending
Parking fee at mall,Transportation
Workshop registration fee,Education
Ordered food from Zomato,Food
Started a SIP in Nifty 50,Investments
Piggy bank savings,Saving & Debt
Stationery purchase for college,Education
Festival gift for relatives,Gifts
Bank service charge,Miscellaneous
Medicines from local pharmacy,Healthcare
Accessories from Flipkart,Shopping
Perfume purchase from Nykaa,Personal Spending
Internet bill for PG,Housing
Project material purchase,Education
Thank you gift for teacher,Gifts
Groceries from local store,Food
Netflix subscription renewal,Recreation
Accessories from Flipkart,Shopping
Piggy bank savings,Saving & Debt
Tea and snacks at tapri,Food
Purchased gold coins,Investments
Eye checkup at optician,Healthcare
Juice from fruit vendor,Food
Stock market investment,Saving & Debt
DTH recharge,Utilities
DTH recharge,Utilities
Seminar registration fee,Education
Dividend from stocks,Income
Educational software purchase,Education
Gift from relative,Income
Purchased gold coins,Investments
Backpack purchase for trip,Travel
Tea and snacks at tapri,Food
Video game purchase,Recreation
Piggy bank savings,Saving & Debt
Electronics from Amazon,Shopping
Weekend trip to Goa,Recreation
Bike insurance renewal,Insurance
Stock market investment,Saving & Debt
LPG bill payment,Utilities
Sports event tickets,Recreation
Jewelry purchase,Personal Spending
Invested in mutual funds,Investments
Ayurvedic treatment payment,Healthcare
Photocopy charges,Miscellaneous
Eye checkup at optician,Healthcare
Ayurvedic treatment payment,Healthcare
Dinner at a local dhaba,Food
Books from local store,Miscellaneous
Water cooler refill,Utilities
Metro card top-up,Transportation
Furniture purchase for room,Housing
Purchased gold coins,Investments
Music concert tickets,Recreation
Kitchen appliances purchase,Shopping
Groceries from local store,Food
Ice cream at Naturals,Food
Travel insurance for trip,Insurance
Life insurance premium,Insurance
Amusement park entry fee,Recreation
ETF investment,Investments
COVID-19 test fee,Healthcare
Anniversary gift for parents,Gifts
Room cleaning service fee,Housing
Electronics from Amazon,Shopping
ATM withdrawal fee,Miscellaneous
DTH recharge,Utilities
Paid college tuition fees,Education
Ayurvedic treatment payment,Healthcare
Invested in mutual funds,Investments
Physiotherapy session fee,Healthcare
Ola ride to railway station,Transportation
Post office parcel fee,Miscellaneous
Amusement park entry fee,Recreation
Weekend trip to Goa,Recreation
Project material purchase,Education
Freelance project payment,Income
Electricity bill for shared apartment,Housing
Stock market investment,Saving & Debt
New clothes from local market,Personal Spending
Dinner at a local dhaba,Food
Clothes from Myntra,Shopping
Part-time job salary,Income
Car insurance payment,Insurance
Travel guidebook purchase,Travel
Ayurvedic treatment payment,Healthcare
Clothes from Myntra,Shopping
Books from local store,Miscellaneous
Prize money from competition,Income
Ola ride to railway station,Travel
Sports event tickets,Recreation
Dinner at a local dhaba,Food
Housewarming gift,Gifts
Internet bill payment,Utilities
Recurring deposit payment,Saving & Debt
Books from local store,Miscellaneous
Breakfast at college canteen,Food
Started a SIP in Nifty 50,Investments
Prize money from competition,Income
Ice cream at Naturals,Food
Post office parcel fee,Miscellaneous
Gadgets from Croma,Shopping
Furniture purchase for room,Housing
Workshop registration fee,Education
Electronics from Amazon,Shopping
Medicines from local pharmacy,Healthcare
Bus ticket to hometown,Travel
Fixed deposit interest received,Saving & Debt
Two-wheeler insurance payment,Insurance
Haircut at local salon,Personal Spending
Canteen lunch at college,Food
Workshop registration fee,Education
Monthly rent for PG accommodation,Housing
Donation to charity,Miscellaneous
Post office parcel fee,Miscellaneous
Stationery purchase for college,Miscellaneous
Bank service charge,Miscellaneous
Term insurance premium,Insurance
Music concert tickets,Recreation
Breakfast at college canteen,Food
Workshop registration fee,Education
Video game purchase,Recreation
Electricity bill for shared apartment,Housing
Breakfast at college canteen,Food
Ola ride to railway station,Transportation
Netflix subscription renewal,Recreation
Water cooler refill,Utilities
Maintenance charges for shared apartment,Housing
ETF investment,Investments
Auto rickshaw fare to college,Transportation
Café hangout with friends,Recreation
Paid hostel fees,Housing
Breakfast at college canteen,Food
Interest from fixed deposit,Income
Backpack purchase for trip,Travel
Weekend trip to Goa,Recreation
Home decor items,Shopping
Festival gift for relatives,Gifts
Uber ride to friend's place,Transportation
Jewelry purchase,Personal Spending
Baby shower gift,Gifts
Health insurance premium,Insurance
ETF investment,Investments
Doctor's consultation fee,Healthcare
Concert tickets for Arijit Singh,Recreation
Sports event tickets,Recreation
Parking fee at mall,Miscellaneous
Diwali gift for family,Gifts
Birthday gift for friend,Gifts
Monthly rent for PG accommodation,Housing
Birthday gift for friend,Gifts
Gold purchase,Saving & Debt
Post office parcel fee,Miscellaneous
Internet bill payment,Utilities
Invested in mutual funds,Investments
Invested in mutual funds,Investments
Groceries from local store,Shopping
Gym membership fee,Healthcare
Donation to charity,Miscellaneous
Travel insurance for trip,Insurance
Cryptocurrency investment,Investments
Street food at local market,Food
Taxi fare to airport,Travel
Cosmetics from Sephora,Personal Spending
Water bill for hostel,Housing
Started a SIP in Nifty 50,Investments
Bowling alley charges,Recreation
Bought shoes from Myntra,Personal Spending
Medical insurance for family,Insurance
LPG bill payment,Utilities
Water cooler refill,Utilities
Accidental insurance for college,Insurance
Freelance project payment,Income
Gadgets from Croma,Shopping
Bowling alley charges,Recreation
Metro card top-up,Transportation
Clothes from Myntra,Shopping
Post office parcel fee,Miscellaneous
Mutual fund investment,Saving & Debt
Prize money from competition,Income
Bonds purchase,Investments
Jewelry purchase,Personal Spending
Pizza delivery from Domino's,Food
Monthly allowance from parents,Income
Thank you gift for teacher,Gifts
Gas cylinder refill,Utilities
Monthly allowance from parents,Income
Health insurance premium,Insurance
Stationery purchase for college,Miscellaneous
Home insurance premium,Insurance
Water cooler refill,Utilities
Parking fee at mall,Miscellaneous
Weekend trip to Goa,Recreation
Travel insurance payment,Travel
Health supplement purchase,Healthcare
Gadgets from Croma,Shopping
Accessories from Flipkart,Shopping
Two-wheeler insurance payment,Insurance
Watch purchase from Titan,Personal Spending
Sightseeing tour fee,Travel
Seminar registration fee,Education
Groceries from local store,Food
Travel guidebook purchase,Travel
Sunglasses from Ray-Ban,Personal Spending
Scholarship received,Income
New clothes from local market,Personal Spending
Travel insurance for trip,Insurance
Breakfast at college canteen,Food
Flight booking for vacation,Transportation
LPG bill payment,Utilities
Donation to charity,Gifts
Cashback received from Amazon,Income
Cosmetics from Sephora,Personal Spending
Wedding gift for cousin,Gifts
Mobile recharge for prepaid plan,Utilities
Movie tickets at PVR,Recreation
Monthly savings deposit,Saving & Debt
Sightseeing tour fee,Travel
Education loan EMI,Saving & Debt
Scholarship received,Income
Fuel for bike,Transportation
Kitchen appliances purchase,Shopping
Ola ride to railway station,Transportation
Loan repayment to friend,Saving & Debt
Printing charges for project,Miscellaneous
Stationery purchase for college,Education
Ordered food from Zomato,Food
Educational software purchase,Education
Seminar registration fee,Education
Video game purchase,Recreation
Donation to charity,Miscellaneous
Shoes from Nike,Shopping
Piggy bank savings,Saving & Debt
Amusement park entry fee,Recreation
Eye checkup at optician,Healthcare
Electricity bill for shared apartment,Utilities
Health supplement purchase,Healthcare
Juice from fruit vendor,Food
Water cooler refill,Utilities
Electricity bill for shared apartment,Utilities
Room cleaning service fee,Housing
Internet bill payment,Utilities
Weekend trip to Goa,Recreation
Home decor items,Shopping
Watch purchase from Titan,Personal Spending
Bought textbooks,Education
Baby shower gift,Gifts
Cosmetics from Sephora,Personal Spending
Ayurvedic treatment payment,Healthcare
Books from local store,Miscellaneous
Home decor items,Shopping
Travel guidebook purchase,Travel
Mobile recharge for prepaid plan,Utilities
Postpaid mobile bill payment,Utilities
Sports event tickets,Recreation
Electricity bill for shared apartment,Utilities
Library membership fee,Education
Movie tickets at PVR,Recreation
Monthly rent for PG accommodation,Housing
Electronics from Amazon,Shopping
Refund from online purchase,Income
Recurring deposit payment,Saving & Debt
Auto rickshaw fare to college,Transportation
Furniture from Pepperfry,Shopping
Gift from relative,Income
Sightseeing tour fee,Travel
Accidental insurance for college,Insurance
Parking fee at mall,Miscellaneous
DTH recharge,Utilities
Flight booking for vacation,Transportation
Seminar registration fee,Education
Loan repayment to friend,Saving & Debt
Mutual fund investment,Saving & Debt
Perfume purchase from Nykaa,Personal Spending
Photocopy charges,Miscellaneous
Maintenance charges for shared apartment,Housing
Piggy bank savings,Saving & Debt
Post office parcel fee,Miscellaneous
Ola ride to railway station,Travel
Electricity bill for shared apartment,Utilities
Refund from online purchase,Income
Video game purchase,Recreation
Maintenance charges for shared apartment,Housing
Flight booking to Goa,Travel
Flight booking for vacation,Transportation
Groceries from local store,Food
Term insurance premium,Insurance
Stock market investment,Saving & Debt
Monthly allowance from parents,Income
Haircut at local salon,Personal Spending
Medical insurance for family,Insurance
Taxi fare to airport,Travel
Wedding gift for cousin,Gifts
Gift for friend's birthday,Personal Spending
Yoga class payment,Healthcare
Flight booking to Goa,Travel
Bowling alley charges,Recreation
Paid hostel fees,Housing
Interest from fixed deposit,Income
Refund from online purchase,Income
Train ticket to hometown,Transportation
Refund from online purchase,Income
Educational software purchase,Education
Movie tickets at PVR,Recreation
Prize money from competition,Income
Groceries from local store,Food
Interest from fixed deposit,Income
Furniture purchase for room,Housing
Cashback received from Amazon,Income
ATM withdrawal fee,Miscellaneous
Furniture from Pepperfry,Shopping
Shoes from Nike,Shopping
Dental checkup at clinic,Healthcare
Started a SIP in Nifty 50,Investments
Seminar registration fee,Education
Breakfast at college canteen,Food
Paid hostel fees,Housing
Cable TV subscription fee,Utilities
Train ticket to Delhi,Travel
Paid hostel fees,Housing
Juice from fruit vendor,Food
Travel guidebook purchase,Travel
Security deposit for new room,Housing
Health insurance premium,Insurance
Piggy bank savings,Saving & Debt
Room cleaning service fee,Housing
Online course subscription,Education
Post office parcel fee,Miscellaneous
Gym membership fee,Healthcare
Dental checkup at clinic,Healthcare
Donation to charity,Gifts
Furniture from Pepperfry,Shopping
Sports event tickets,Recreation
Donation to charity,Gifts
Books from local store,Miscellaneous
Clothes from Myntra,Shopping
Scholarship received,Income
Video game purchase,Recreation
Library membership fee,Education
Invested in fixed deposit,Investments
Ice cream at Naturals,Food
Paid hostel fees,Housing
Postpaid mobile bill payment,Utilities
Two-wheeler insurance payment,Insurance
Sports event tickets,Recreation
Donation to charity,Gifts
Prize money from competition,Income
Donation to charity,Miscellaneous
Ola ride to railway station,Transportation
Workshop registration fee,Education
LPG bill payment,Utilities
Maintenance charges for shared apartment,Housing
Car insurance payment,Insurance
Ordered food from Zomato,Food
Peer-to-peer lending,Investments
Baby shower gift,Gifts
Parking fee at mall,Transportation
Wedding gift for cousin,Gifts
Interest from fixed deposit,Income
Music concert tickets,Recreation
Cosmetics from Sephora,Personal Spending
Travel guidebook purchase,Travel
Accessories from Flipkart,Shopping
Flight booking to Goa,Travel
Internet bill for PG,Housing
Donation to charity,Gifts
Metro card top-up,Transportation
Eye checkup at optician,Healthcare
Started a SIP in Nifty 50,Investments
Housewarming gift,Gifts
Groceries from local store,Shopping
Books from local store,Miscellaneous
DTH recharge,Utilities
New clothes from local market,Personal Spending
Electricity bill for shared apartment,Utilities
COVID-19 test fee,Healthcare
Scholarship received,Income
Groceries from local store,Shopping
Real estate investment,Investments
Bowling alley charges,Recreation
Travel insurance for trip,Insurance
DTH recharge,Utilities
Invested in fixed deposit,Investments
Health insurance premium,Insurance
Printing charges for project,Miscellaneous
Laundry service payment,Housing
Perfume purchase from Nykaa,Personal Spending
Electricity bill for shared apartment,Utilities
Gold purchase,Saving & Debt
Tea and snacks at tapri,Food
Ola ride to railway station,Transportation
Bicycle repair charges,Transportation
New clothes from local market,Personal Spending
Paid hostel fees,Housing
Stationery purchase for college,Miscellaneous
Medical insurance for family,Insurance
Café hangout with friends,Recreation
COVID-19 test fee,Healthcare
Groceries from local store,Shopping
Peer-to-peer lending,Investments
Gym membership fee,Healthcare
Monthly rent for PG accommodation,Housing
Exam fee payment,Education
Groceries from local store,Shopping
Water bill for hostel,Housing
Café hangout with friends,Recreation
Bus pass recharge,Transportation
Donation to charity,Gifts
Flight booking for vacation,Transportation
Groceries from local store,Food
Post office parcel fee,Miscellaneous
Housewarming gift,Gifts
Netflix subscription renewal,Recreation
Travel insurance for trip,Insurance
Bicycle repair charges,Transportation
Gift from relative,Income
Maintenance charges for shared apartment,Housing
Started a SIP in Nifty 50,Investments
Bike insurance renewal,Insurance
Project material purchase,Education
Purchased gold coins,Investments
Bus ticket to hometown,Travel
Printing charges for project,Miscellaneous
Monthly rent for PG accommodation,Housing
Perfume purchase from Nykaa,Personal Spending
New clothes from local market,Personal Spending
Thank you gift for teacher,Gifts
Dental checkup at clinic,Healthcare
Train ticket to Delhi,Travel
Farewell gift for colleague,Gifts
Mobile recharge for prepaid plan,Utilities
Accessories from Flipkart,Shopping
Invested in mutual funds,Investments
Laundry service payment,Housing
DTH recharge,Utilities
Perfume purchase from Nykaa,Personal Spending
Mobile recharge for prepaid plan,Utilities
Paid hostel fees,Housing
Diwali gift for family,Gifts
Birthday gift for friend,Gifts
Kitchen appliances purchase,Shopping
Sports equipment purchase,Shopping
Term insurance premium,Insurance
Fuel for bike,Transportation
DTH recharge,Utilities
Groceries from local store,Shopping
Dividend from stocks,Income
Canteen lunch at college,Food
Auto rickshaw fare to college,Transportation
Part-time job salary,Income
Sports event tickets,Recreation
Broadband bill payment,Utilities
Cosmetics from Sephora,Personal Spending
Ordered food from Zomato,Food
Yoga class payment,Healthcare
Postpaid mobile bill payment,Utilities
Movie tickets at PVR,Recreation
Project material purchase,Education
DTH recharge,Utilities
Cosmetics from Sephora,Personal Spending
Medicines from local pharmacy,Healthcare
Online shopping on Flipkart,Personal Spending
Online course subscription,Education
Security deposit for new room,Housing
Monthly rent for PG accommodation,Housing
Ola ride to railway station,Transportation
Bought textbooks,Education
Fixed deposit interest received,Saving & Debt
ATM withdrawal fee,Miscellaneous
Books from local store,Miscellaneous
Broadband bill payment,Utilities
Bought stocks on Groww,Investments
Hotel booking for trip,Travel
Café hangout with friends,Recreation
Maintenance charges for shared apartment,Housing
Farewell gift for colleague,Gifts
Weekend trip to Goa,Recreation
Festival gift for relatives,Gifts
Scholarship received,Income
Bus ticket to hometown,Travel
Sports equipment purchase,Shopping
Maintenance charges for shared apartment,Housing
Education loan EMI,Saving & Debt
Bonds purchase,Investments
Travel insurance for trip,Insurance
Monthly allowance from parents,Income
Wedding gift for cousin,Gifts
Groceries from local store,Shopping
Recurring deposit payment,Saving & Debt
Car insurance payment,Insurance
Car insurance payment,Insurance
Watch purchase from Titan,Personal Spending
Bus ticket to hometown,Travel
Part-time job salary,Income
Netflix subscription renewal,Recreation
Wedding gift for cousin,Gifts
Canteen lunch at college,Food
ETF investment,Investments
Bought shoes from Myntra,Personal Spending
Home insurance premium,Insurance
Real estate investment,Investments
Dental checkup at clinic,Healthcare
Refund from online purchase,Income
Maintenance charges for shared apartment,Housing
Accessories from Flipkart,Shopping
Laundry service payment,Housing
Movie tickets at PVR,Recreation
Physiotherapy session fee,Healthcare
Project material purchase,Education
Education loan EMI,Saving & Debt
Hotel booking for trip,Travel
Gold purchase,Saving & Debt
Broadband bill payment,Utilities
Auto rickshaw fare to college,Transportation
Thank you gift for teacher,Gifts
Tea and snacks at tapri,Food
Uber ride to friend's place,Transportation
Invested in fixed deposit,Investments
Home insurance premium,Insurance
Seminar registration fee,Education
Prize money from competition,Income
Flight booking to Goa,Travel
Furniture purchase for room,Housing
Accidental insurance for college,Insurance
Library membership fee,Education
Broadband bill payment,Utilities
Purchased gold coins,Investments
Photocopy charges,Miscellaneous
Credit card payment,Saving & Debt
Weekend trip to Goa,Recreation
Water bill for hostel,Housing
Stock market investment,Saving & Debt
Kitchen appliances purchase,Shopping
Housewarming gift,Gifts
Invested in mutual funds,Investments
Uber ride to friend's place,Transportation
Car insurance payment,Insurance
Courier service fee,Miscellaneous
Cryptocurrency investment,Investments
Gas cylinder refill,Utilities
Anniversary gift for parents,Gifts
Tea and snacks at tapri,Food
Bus ticket to hometown,Travel
Yoga class payment,Healthcare
COVID-19 test fee,Healthcare
Home insurance premium,Insurance
Flight booking for vacation,Transportation
Health insurance premium,Insurance
Hotel booking for trip,Travel
Real estate investment,Investments
Health insurance premium,Insurance
Farewell gift for colleague,Gifts
Sports equipment purchase,Shopping
Bus pass recharge,Transportation
Shoes from Nike,Shopping
Gift from relative,Income
Ordered food from Zomato,Food
Bicycle repair charges,Transportation
Parking fee at mall,Transportation
Peer-to-peer lending,Investments
Sightseeing tour fee,Travel
Groceries from local store,Shopping
Freelance project payment,Income
ATM withdrawal fee,Miscellaneous
Ola ride to railway station,Transportation
Taxi fare to airport,Travel
Post office parcel fee,Miscellaneous
Stationery purchase for college,Miscellaneous
Gym membership fee,Healthcare
Cashback received from Amazon,Income
Scholarship received,Income
Taxi fare to airport,Travel
Purchased gold coins,Investments
Bus pass recharge,Transportation
Loan repayment to friend,Saving & Debt
Books from local store,Miscellaneous
Gas cylinder refill,Utilities
COVID-19 test fee,Healthcare
DTH recharge,Utilities
Weekend trip to Goa,Recreation
Workshop registration fee,Education
Peer-to-peer lending,Investments
Breakfast at college canteen,Food
Two-wheeler insurance payment,Insurance
Bowling alley charges,Recreation
Jewelry purchase,Personal Spending
Uber ride to friend's place,Transportation
Postpaid mobile bill payment,Utilities
ATM withdrawal fee,Miscellaneous
Sports event tickets,Recreation
Diwali gift for family,Gifts
Accessories from Flipkart,Shopping
Books from local store,Miscellaneous
Watch purchase from Titan,Personal Spending
Stock market investment,Saving & Debt
Donation to charity,Gifts
Sports event tickets,Recreation
DTH recharge,Utilities
Security deposit for new room,Housing
Eye checkup at optician,Healthcare
Flight booking for vacation,Transportation
Juice from fruit vendor,Food
Post office parcel fee,Miscellaneous
Bought stocks on Groww,Investments
Eye checkup at optician,Healthcare
Peer-to-peer lending,Investments
Taxi fare to airport,Travel
Jewelry purchase,Personal Spending
Pizza delivery from Domino's,Food
Term insurance premium,Insurance
Travel guidebook purchase,Travel
Ice cream at Naturals,Food
Water cooler refill,Utilities
Uber ride to friend's place,Transportation
Recurring deposit payment,Saving & Debt
Fixed deposit interest received,Saving & Debt
Online course subscription,Education
Auto rickshaw fare to college,Transportation
Health insurance premium,Insurance
Exam fee payment,Education
Prize money from competition,Income
Bicycle repair charges,Transportation
Yoga class payment,Healthcare
Gift for friend's birthday,Personal Spending
Sightseeing tour fee,Travel
Water bill for hostel,Housing
Dinner at a local dhaba,Food
Diwali gift for family,Gifts
Peer-to-peer lending,Investments
Street food at local market,Food
Electricity bill for shared apartment,Housing
Stock market investment,Saving & Debt
Netflix subscription renewal,Recreation
Library membership fee,Education
Gift for friend's birthday,Personal Spending
Part-time job salary,Income
Café hangout with friends,Recreation
Books from local store,Miscellaneous
Medical insurance for family,Insurance
Farewell gift for colleague,Gifts
Electricity bill for shared apartment,Utilities
Furniture from Pepperfry,Shopping
Dinner at a local dhaba,Food
Netflix subscription renewal,Recreation
Online shopping on Flipkart,Personal Spending
Laundry service payment,Housing
Internet bill payment,Utilities
Groceries from local store,Shopping
COVID-19 test fee,Healthcare
Uber ride to friend's place,Transportation
Parking fee at mall,Miscellaneous
Furniture purchase for room,Housing
Weekend trip to Goa,Recreation
Train ticket to hometown,Transportation
COVID-19 test fee,Healthcare
Bonds purchase,Investments
Exam fee payment,Education
Netflix subscription renewal,Recreation
Baby shower gift,Gifts
Broadband bill payment,Utilities
Exam fee payment,Education
Monthly allowance from parents,Income
Groceries from local store,Food
Online shopping on Flipkart,Personal Spending
Cable TV subscription fee,Utilities
Dividend from stocks,Income
Parking fee at mall,Miscellaneous
Fuel for bike,Transportation
Electronics from Amazon,Shopping
Health insurance premium,Insurance
Loan repayment to friend,Saving & Debt
Diwali gift for family,Gifts
Two-wheeler insurance payment,Insurance
Uber ride to friend's place,Transportation
Broadband bill payment,Utilities
Mobile recharge for prepaid plan,Utilities
Wedding gift for cousin,Gifts
Medical insurance for family,Insurance
ATM withdrawal fee,Miscellaneous
Printing charges for project,Miscellaneous
Sunglasses from Ray-Ban,Personal Spending
Bought textbooks,Education
Car insurance payment,Insurance
Interest from fixed deposit,Income
Concert tickets for Arijit Singh,Recreation
Ola ride to railway station,Transportation
Mobile recharge for prepaid plan,Utilities
Cosmetics from Sephora,Personal Spending
Groceries from local store,Food
Eye checkup at optician,Healthcare
Sunglasses from Ray-Ban,Personal Spending
Breakfast at college canteen,Food
Ola ride to railway station,Travel
Fuel for bike,Transportation
Café hangout with friends,Recreation
Gift for friend's birthday,Personal Spending
Weekend trip to Goa,Recreation
Amusement park entry fee,Recreation
Dinner at a local dhaba,Food
Clothes from Myntra,Shopping
Refund from online purchase,Income
Yoga class payment,Healthcare
Ola ride to railway station,Transportation
Accidental insurance for college,Insurance
Bonds purchase,Investments
Bus pass recharge,Transportation
ETF investment,Investments
Scholarship received,Income
Fuel for bike,Transportation
Gold purchase,Saving & Debt
Physiotherapy session fee,Healthcare
Parking fee at mall,Transportation
Home decor items,Shopping
Bowling alley charges,Recreation
Internet bill payment,Utilities
Medicines from local pharmacy,Healthcare
Gift for friend's birthday,Personal Spending
DTH recharge,Utilities
Cryptocurrency investment,Investments
Café hangout with friends,Recreation
Stationery purchase for college,Miscellaneous
Street food at local market,Food
Furniture from Pepperfry,Shopping
Interest from fixed deposit,Income
Water bill for hostel,Housing
Loan repayment to friend,Saving & Debt
